"primaryName","birthYear","deathYear","nconst","nconst_short"
Donald Hall,"1867","1948",nm0355510,nm0355510
Ella Hall,"1897","1981",nm0355550,nm0355550
Emmett C. Hall,"1882","1956",nm0355555,nm0355555
Franklyn Hall,"1886",\N,nm0355582,nm0355582
Helen Hall,\N,\N,nm0355641,nm0355641
J. Robinson Hall,"1891",\N,nm0355662,nm0355662
Laura Nelson Hall,"1876","1936",nm0355818,nm0355818
Lindsay J. Hall,"1863","1937",nm0355833,nm0355833
Mayre Hall,"1895",\N,nm0355893,nm0355893
Henry Hallam,"1867","1921",nm0356267,nm0356267
Märta Halldén,"1884","1932",nm0356337,nm0356337
Edith Halleran,"1893",\N,nm0356439,nm0356439
Edith Hallor,"1896","1971",nm0356706,nm0356706
Forrest Halsey,"1877","1949",nm0357028,nm0357028
Harry Ham,"1886","1943",nm0357219,nm0357219
Edna Hammel,"1901","1964",nm0357530,nm0357530
Fred Hamer,"1873","1953",nm0357590,nm0357590
Cosmo Hamilton,"1870","1942",nm0357795,nm0357795
Gilbert P. Hamilton,"1890","1962",nm0357872,nm0357872
Gustave Hamilton,"1871","1951",nm0357890,nm0357890
John Hamilton,\N,\N,nm0357966,nm0357966
Laura Hamilton,\N,\N,nm0358011,nm0358011
Lloyd Hamilton,"1891","1935",nm0358020,nm0358020
Shorty Hamilton,"1879","1925",nm0358164,nm0358164
Joë Hamman,"1883","1974",nm0358349,nm0358349
Ina Hammer,"1866","1953",nm0358458,nm0358458
Stella Hammerstein,"1882","1975",nm0358572,nm0358572
Lucille Hammill,"1902","1939",nm0358616,nm0358616
Charles Hammond,"1878","1941",nm0358657,nm0358657
Dorothy Hammond,"1876","1950",nm0358677,nm0358677
Kathleen Hammond,\N,\N,nm0358721,nm0358721
Genevieve Hamper,"1888","1971",nm0358914,nm0358914
Harry Handworth,"1878","1916",nm0359687,nm0359687
Octavia Handworth,"1887","1978",nm0359688,nm0359688
Ray Hanford,"1887","1939",nm0359823,nm0359823
Arthur Preston Hankins,\N,\N,nm0359975,nm0359975
William J. Hanley,\N,\N,nm0360114,nm0360114
George Hanlon Jr.,\N,\N,nm0360123,nm0360123
Audrey Hanna,"1907","1990",nm0360187,nm0360187
Franklyn Hanna,"1875","1931",nm0360203,nm0360203
M.E. Hannefy,\N,\N,nm0360373,nm0360373
Henry Kotani,"1887","1972",nm0360514,nm0360514
Howell Hansel,"1871","1917",nm0360617,nm0360617
Clays Hansen,\N,\N,nm0360733,nm0360733
Juanita Hansen,"1895","1961",nm0360908,nm0360908
Gladys Hanson,"1883","1973",nm0361270,nm0361270
Olaf Hanson,\N,\N,nm0361343,nm0361343
Emmerich Hanus,"1884","1956",nm0361518,nm0361518
Mici Haraszti,"1882","1964",nm0361859,nm0361859
Carl Harbaugh,"1886","1960",nm0361882,nm0361882
Ferris Harcourt,\N,\N,nm0361989,nm0361989
Cedric Hardwicke,"1893","1964",nm0362567,nm0362567
Fred Hardy,\N,\N,nm0362636,nm0362636
Thomas Hardy,"1840","1928",nm0362762,nm0362762
D.T. Hargan,\N,\N,nm0362900,nm0362900
James W. Harkins Jr.,\N,\N,nm0363147,nm0363147
Otis Harlan,"1865","1940",nm0363227,nm0363227
Edwin Harley,"1848","1933",nm0363288,nm0363288
Jean Chameroy,\N,\N,nm0363465,nm0363465
Tommy Harper,\N,\N,nm0363991,nm0363991
Eliza G. Harral,\N,\N,nm0364046,nm0364046
William Harrigan,"1886","1966",nm0364203,nm0364203
A. Clayton Harris,\N,\N,nm0364392,nm0364392
Buddy Harris,\N,"1971",nm0364506,nm0364506
Caroline Harris,"1866","1937",nm0364516,nm0364516
Charles Harris,"1865","1930",nm0364525,nm0364525
Clarence J. Harris,"1873","1941",nm0364550,nm0364550
Harry B. Harris,"1880",\N,nm0364757,nm0364757
Hugh King Harris,\N,\N,nm0364779,nm0364779
Mildred Harris,"1901","1944",nm0365121,nm0365121
Sadie Harris,"1888","1933",nm0365290,nm0365290
Theodosia Harris,"1877","1938",nm0365381,nm0365381
Wadsworth Harris,"1864","1942",nm0365428,nm0365428
Bertram Harrison,\N,\N,nm0365493,nm0365493
Henry Sydnor Harrison,"1880","1930",nm0365626,nm0365626
James Harrison,"1891","1986",nm0365637,nm0365637
Louis Reeves Harrison,"1857","1921",nm0365723,nm0365723
Mark Harrison,"1864","1952",nm0365742,nm0365742
Mrs. Burton Harrison,\N,\N,nm0365774,nm0365774
Saul Harrison,"1888","1944",nm0365865,nm0365865
W.F. Harrison,\N,\N,nm0365927,nm0365927
Robert Harron,"1893","1920",nm0366008,nm0366008
Zsolt Harsányi,"1887","1943",nm0366078,nm0366078
Peggy Hart,\N,\N,nm0366473,nm0366473
Ruth Hart,"1886","1952",nm0366511,nm0366511
William E. Hart,\N,\N,nm0366585,nm0366585
William S. Hart,"1864","1946",nm0366586,nm0366586
Betty Harte,"1882","1965",nm0366609,nm0366609
Bret Harte,"1836","1902",nm0366610,nm0366610
David Hartford,"1873","1932",nm0366689,nm0366689
Pat Hartigan,"1881","1951",nm0366742,nm0366742
Gretchen Hartman,"1897","1979",nm0366958,nm0366958
Will Hartzell,\N,\N,nm0367362,nm0367362
Juan Eugenio Hartzenbusch,"1806","1880",nm0367363,nm0367363
Clarence Harvey,"1864","1945",nm0367469,nm0367469
J. Harvey,\N,\N,nm0367554,nm0367554
Jack Harvey,"1881","1954",nm0367556,nm0367556
Rupert Harvey,"1887","1954",nm0367705,nm0367705
Harzé,\N,\N,nm0367858,nm0367858
Karl Hasselmann,"1883","1966",nm0368434,nm0368434
Carey L. Hastings,"1867","1944",nm0368563,nm0368563
Seymour Hastings,"1872","1937",nm0368621,nm0368621
Al Hatch,\N,\N,nm0368705,nm0368705
Riley Hatch,"1862","1925",nm0368748,nm0368748
Jean Hathaway,"1876","1938",nm0368875,nm0368875
Philip Hatkin,"1885","1923",nm0368933,nm0368933
Raymond Hatton,"1887","1971",nm0369058,nm0369058
William Hauber,"1891","1929",nm0369148,nm0369148
Ingeborg Hauge,\N,\N,nm0369285,nm0369285
Gerhart Hauptmann,"1862","1946",nm0369458,nm0369458
Maie B. Havey,"1889","1971",nm0369839,nm0369839
J.G. Hawks,"1874","1940",nm0370271,nm0370271
Ormi Hawley,"1889","1942",nm0370337,nm0370337
Nathaniel Hawthorne,"1804","1864",nm0370426,nm0370426
Sessue Hayakawa,"1886","1973",nm0370564,nm0370564
J. Charles Haydon,"1876","1943",nm0370746,nm0370746
Emily Hayes,\N,\N,nm0371008,nm0371008
Frank Hayes,"1871","1923",nm0371017,nm0371017
Joseph Hazelton,"1853","1936",nm0371979,nm0371979
Fred Hearn,"1871","1923",nm0372492,nm0372492
Eva McKenzie,"1889","1967",nm0372818,nm0372818
Alice Hechy,"1893","1973",nm0372991,nm0372991
Wilhelm Hechy,\N,\N,nm0372992,nm0372992
Frederick Heck,"1865","1930",nm0373003,nm0373003
Hans Hedemark,"1875","1930",nm0373203,nm0373203
Guy Hedlund,"1884","1964",nm0373341,nm0373341
Ivan Hedqvist,"1880","1935",nm0373367,nm0373367
Thomas N. Heffron,"1872","1951",nm0373614,nm0373614
Ferenc Hegedüs,\N,\N,nm0373699,nm0373699
Johan Ludvig Heiberg,"1791","1860",nm0373851,nm0373851
William Heise,"1847","1910",nm0374658,nm0374658
Anna-Lisa Hellström,"1887","1949",nm0375568,nm0375568
Paula Helmert,\N,\N,nm0375704,nm0375704
Gunnar Helsengreen,"1880","1939",nm0375839,nm0375839
Martha Helsengreen,"1882","1938",nm0375840,nm0375840
Jenö Heltai,"1871","1957",nm0375871,nm0375871
John C. Hemment,\N,\N,nm0376052,nm0376052
Edward Hemmerde,"1871","1948",nm0376060,nm0376060
Alfred Hemming,"1851","1942",nm0376079,nm0376079
Joseph Henabery,"1888","1976",nm0376221,nm0376221
Dell Henderson,"1883","1956",nm0376396,nm0376396
Grace Henderson,"1860","1944",nm0376442,nm0376442
Lucius Henderson,"1861","1947",nm0376529,nm0376529
Mr. Henderson,\N,\N,nm0376556,nm0376556
Ralf Henderson,\N,\N,nm0376574,nm0376574
Bert Hendler,"1890","1968",nm0376653,nm0376653
Louis Hendricks,"1860","1923",nm0376742,nm0376742
Albert Hendrickx,\N,\N,nm0376816,nm0376816
Anita Hendrie,"1863","1940",nm0376829,nm0376829
Ernest Hendrie,"1859","1929",nm0376833,nm0376833
Charles V. Henkel,\N,\N,nm0377053,nm0377053
Mrs. William G. Henkels,\N,\N,nm0377080,nm0377080
Edith Henkle,\N,\N,nm0377093,nm0377093
Rosina Henley,"1890","1978",nm0377143,nm0377143
George Hennessy,\N,\N,nm0377289,nm0377289
Ruth Hennessy,"1891",\N,nm0377315,nm0377315
Gale Henry,"1893","1972",nm0377830,nm0377830
Jack Henry,\N,\N,nm0377855,nm0377855
Katherine Henry,\N,\N,nm0377891,nm0377891
Marc Henry,\N,\N,nm0377915,nm0377915
Marion Henry,\N,\N,nm0377923,nm0377923
O. Henry,"1862","1910",nm0377958,nm0377958
Robert Henry,\N,\N,nm0377987,nm0377987
Mat van Hensbergen,\N,\N,nm0378057,nm0378057
Barbara Hepworth,"1904","1997",nm0378407,nm0378407
Cecil M. Hepworth,"1873","1953",nm0378408,nm0378408
Gwynne Herbert,"1859","1946",nm0378548,nm0378548
Lillian Herbert,"1887","1923",nm0378587,nm0378587
Charles Herman,"1838","1922",nm0379107,nm0379107
George Hernandez,"1863","1922",nm0379580,nm0379580
James A. Herne,"1839","1901",nm0379764,nm0379764
Jean Hersholt,"1886","1956",nm0380965,nm0380965
Aage Hertel,"1873","1944",nm0381005,nm0381005
William Addison Hervey,"1870","1918",nm0381159,nm0381159
René Hervil,"1881","1960",nm0381178,nm0381178
James Hester,"1867","1924",nm0381677,nm0381677
André Heuzé,"1880","1942",nm0381874,nm0381874
Reed Heustis,"1882","1957",nm0381902,nm0381902
Jerold T. Hevener,"1873","1947",nm0381936,nm0381936
Philip Hewland,"1876","1953",nm0382104,nm0382104
Edna Hibbard,"1894","1942",nm0382474,nm0382474
Fred Hibbard,"1894","1925",nm0382476,nm0382476
Robert Hichens,"1864","1950",nm0382562,nm0382562
Alfred Hickman,"1873","1931",nm0382700,nm0382700
Howard Hickman,"1880","1949",nm0382730,nm0382730
Roberta Hickman,\N,\N,nm0382757,nm0382757
Rodney Hickok,"1891","1942",nm0382774,nm0382774
Eleanor Hicks,"1886","1936",nm0382850,nm0382850
Russell Hicks,"1895","1957",nm0382954,nm0382954
Wilbur Higby,"1867","1934",nm0383278,nm0383278
Arthur Higgins,"1891","1963",nm0383329,nm0383329
David Higgins,"1858","1936",nm0383368,nm0383368
Ernest Higgins,"1871","1945",nm0383382,nm0383382
Tasman Higgins,"1888","1953",nm0383495,nm0383495
Percy Higginson,"1878","1940",nm0383528,nm0383528
H.R. Hignett,"1870","1959",nm0383660,nm0383660
Arthur Hill,"1875","1932",nm0384051,nm0384051
George W. Hill,"1895","1934",nm0384276,nm0384276
H.W. Hill,\N,\N,nm0384306,nm0384306
Kenneth Hill,"1884","1929",nm0384450,nm0384450
Raymond C. Hill,"1890","1941",nm0384591,nm0384591
Violette Hill,\N,\N,nm0384754,nm0384754
Robert Hilliard,"1857","1927",nm0384966,nm0384966
Helen Hilton,\N,\N,nm0385258,nm0385258
Edith Hinckle,\N,\N,nm0385485,nm0385485
William Hinckley,"1894","1918",nm0385495,nm0385495
Alma Hinding,"1882","1981",nm0385541,nm0385541
Johnny Hines,"1895","1970",nm0385686,nm0385686
Samuel E. Hines,"1880","1939",nm0385714,nm0385714
Carl Hintz,"1869","1926",nm0386036,nm0386036
Charles Hitchcock,"1876","1960",nm0386853,nm0386853
Harry Hitchcock,\N,\N,nm0386863,nm0386863
Walter Hitchcock,"1871","1917",nm0386893,nm0386893
Doty Hobart,"1886","1958",nm0387549,nm0387549
George V. Hobart,"1867","1926",nm0387551,nm0387551
Miss Hobbs,\N,\N,nm0387612,nm0387612
Carl Hobby,\N,\N,nm0387648,nm0387648
Earl Hodge,\N,\N,nm0388062,nm0388062
Franz Hofer,"1882","1945",nm0388674,nm0388674
Aaron Hoffman,"1880","1924",nm0388795,nm0388795
Ruby Hoffman,"1886","1973",nm0389082,nm0389082
Carl Hoffmann,"1885","1947",nm0389155,nm0389155
Anna Hofman-Uddgren,"1868","1947",nm0389352,nm0389352
Ernst Hofmann,"1880","1945",nm0389364,nm0389364
D. Hogan,\N,\N,nm0389510,nm0389510
Danny Hogan,"1884","1930",nm0389512,nm0389512
Tien Hogue,\N,\N,nm0389775,nm0389775
John K. Holbrook,"1877","1948",nm0390041,nm0390041
Christel Holch,"1887","1969",nm0390065,nm0390065
Fay Holderness,"1881","1963",nm0390345,nm0390345
Thomas Holding,"1878","1929",nm0390366,nm0390366
Holger-Madsen,"1878","1943",nm0390479,nm0390479
Felix Hollaender,"1867","1931",nm0390586,nm0390586
Edna Holland,"1895","1982",nm0390676,nm0390676
Frank Holland,"1876","1950",nm0390686,nm0390686
Harold Holland,"1885","1974",nm0390703,nm0390703
Rupert Sargent Holland,"1878","1952",nm0390818,nm0390818
Arthur Hollingsworth,\N,\N,nm0391129,nm0391129
Alice Hollister,"1886","1973",nm0391220,nm0391220
Doris Hollister,"1906","1990",nm0391225,nm0391225
George K. Hollister,"1873","1952",nm0391228,nm0391228
Holger Holm,"1879","1916",nm0391508,nm0391508
Gerda Holmes,"1891","1943",nm0391837,nm0391837
Helen Holmes,"1893","1950",nm0391847,nm0391847
Mary J. Holmes,"1825","1907",nm0391963,nm0391963
Rapley Holmes,"1868","1928",nm0392015,nm0392015
Stuart Holmes,"1884","1971",nm0392059,nm0392059
George Holt,"1878","1944",nm0392429,nm0392429
Jack Holt,"1888","1951",nm0392442,nm0392442
Jan Holtrop,"1862","1917",nm0392637,nm0392637
Allen Holubar,"1888","1923",nm0392709,nm0392709
Fred Homann,\N,\N,nm0392906,nm0392906
Homer,\N,\N,nm0392955,nm0392955
Thomas Hood,\N,\N,nm0393524,nm0393524
Arthur Hoops,"1870","1916",nm0393818,nm0393818
Anthony Hope,"1863","1933",nm0393949,nm0393949
Evelyn Hope,"1904","1993",nm0393973,nm0393973
Jack Hopkins,"1876",\N,nm0394182,nm0394182
E. Mason Hopper,"1885","1967",nm0394399,nm0394399
James Hopper,\N,\N,nm0394408,nm0394408
Violet Hopson,"1887","1973",nm0394472,nm0394472
Avery Hopwood,"1882","1928",nm0394479,nm0394479
Charles Horan,"1886","1928",nm0394524,nm0394524
E.D. Horkheimer,"1881","1966",nm0394742,nm0394742
H.M. Horkheimer,"1882","1962",nm0394743,nm0394743
Edward Horn,"1881","1937",nm0394826,nm0394826
Fred Hornby,"1872","1929",nm0394980,nm0394980
James W. Horne,"1881","1942",nm0395023,nm0395023
Violet Horner,"1892","1970",nm0395136,nm0395136
E.W. Hornung,"1866","1921",nm0395216,nm0395216
David Horsley,"1873","1933",nm0395438,nm0395438
Clara Horton,"1904","1976",nm0395576,nm0395576
M. Perry Horton,"1889","1971",nm0395637,nm0395637
Walter Horton,"1880","1962",nm0395688,nm0395688
Arthur Hotaling,"1873","1938",nm0396207,nm0396207
Mae Hotely,"1872","1954",nm0396235,nm0396235
Emerson Hough,"1857","1923",nm0396416,nm0396416
William M. Hough,"1882","1962",nm0396433,nm0396433
Arthur Housman,"1889","1942",nm0396768,nm0396768
Eugen Hovind,\N,\N,nm0397040,nm0397040
Bronson Howard,"1842","1908",nm0397167,nm0397167
George Bronson Howard,"1879","1922",nm0397313,nm0397313
Harold Howard,"1870","1944",nm0397326,nm0397326
Lionelle Howard,"1886","1930",nm0397464,nm0397464
Lois Howard,\N,\N,nm0397470,nm0397470
Mr. Howard,\N,\N,nm0397513,nm0397513
Norman Howard,"1888","1964",nm0397525,nm0397525
Samuel Howard,\N,\N,nm0397589,nm0397589
Tim Howard,\N,\N,nm0397639,nm0397639
Walter Howard,"1866","1922",nm0397669,nm0397669
Alice Howell,"1888","1961",nm0397922,nm0397922
Irene Howley,"1888",\N,nm0398241,nm0398241
Albert S. Howson,"1881","1960",nm0398268,nm0398268
Jack Hoxie,"1885","1965",nm0398300,nm0398300
Arthur Hoyt,"1873","1953",nm0398446,nm0398446
Charles Hale Hoyt,"1860","1900",nm0398453,nm0398453
Edward Hoyt,"1859","1920",nm0398459,nm0398459
Harry O. Hoyt,"1885","1961",nm0398464,nm0398464
Bianca Hubner,\N,\N,nm0399536,nm0399536
Wilbur Hudson,"1870",\N,nm0399988,nm0399988
Ángel Huerta,\N,\N,nm0400103,nm0400103
Justina Huff,"1893","1977",nm0400212,nm0400212
Louise Huff,"1895","1973",nm0400218,nm0400218
Rupert Hughes,"1872","1956",nm0400912,nm0400912
Victor Hugo,"1802","1885",nm0401076,nm0401076
Jack Hulcup,"1878","1951",nm0401337,nm0401337
Gladys Hulette,"1896","1991",nm0401368,nm0401368
Lorraine Huling,"1897","1971",nm0401382,nm0401382
Arthur Stuart Hull,"1878","1951",nm0401405,nm0401405
Jack Hull,"1885",\N,nm0401436,nm0401436
Shelly Hull,"1884","1919",nm0401470,nm0401470
Gustaf Humble,"1884","1949",nm0401705,nm0401705
Ilean Hume,"1896","1978",nm0401743,nm0401743
Fergus Hume,"1859","1932",nm0401744,nm0401744
James Humphrey,\N,\N,nm0401924,nm0401924
William Humphrey,"1863","1942",nm0401967,nm0401967
Rita Humphreys,\N,\N,nm0402023,nm0402023
Joseph Humphries,\N,\N,nm0402060,nm0402060
Olga Humphries,\N,\N,nm0402076,nm0402076
Edgar Hungerford,\N,\N,nm0402238,nm0402238
J. Edward Hungerford,"1883","1964",nm0402239,nm0402239
Willem Hunsche,\N,\N,nm0402309,nm0402309
Irene Hunt,"1892","1988",nm0402475,nm0402475
Jay Hunt,"1855","1932",nm0402489,nm0402489
Dick Hunter,"1875","1962",nm0402790,nm0402790
Edna Hunter,"1876","1920",nm0402802,nm0402802
Kenneth Hunter,"1882","1961",nm0402905,nm0402905
T. Hayes Hunter,"1884","1944",nm0403054,nm0403054
Fred Huntley,"1862","1931",nm0403151,nm0403151
Luray Huntley,"1890","1919",nm0403165,nm0403165
Earl Hurd,"1880","1940",nm0403319,nm0403319
William Hurlbut,"1878","1957",nm0403398,nm0403398
Frank Hurley,"1885","1962",nm0403439,nm0403439
Julia Hurley,"1848","1927",nm0403465,nm0403465
Paul Hurst,"1888","1953",nm0403636,nm0403636
Bergliot Husberg,"1884","1975",nm0403851,nm0403851
William Hutchison,"1869","1918",nm0404222,nm0404222
Miriam Hutchins,\N,\N,nm0404282,nm0404282
Craig Hutchinson,"1891","1976",nm0404327,nm0404327
Charles Hutchison,"1879","1949",nm0404431,nm0404431
Leona Hutton,"1892","1949",nm0404642,nm0404642
Lucille Hutton,"1898","1979",nm0404645,nm0404645
Harry Hyde,\N,\N,nm0404980,nm0404980
John B. Hymer,"1875","1953",nm0405219,nm0405219
Lisa Håkansson-Taube,"1880","1964",nm0405657,nm0405657
Hébert,\N,\N,nm0405680,nm0405680
Edgar Høyer,"1859","1942",nm0406094,nm0406094
Margarete Hübler,\N,\N,nm0406107,nm0406107
Aladár Ihász,"1886","1960",nm0407322,nm0407322
Martha Illington,\N,\N,nm0407817,nm0407817
Fred Immler,"1880","1965",nm0408219,nm0408219
Pastora Imperio,"1889","1979",nm0408278,nm0408278
John Ince,"1878","1947",nm0408429,nm0408429
Ralph Ince,"1887","1937",nm0408433,nm0408433
Thomas H. Ince,"1880","1924",nm0408436,nm0408436
Gus Ingles,"1876","1952",nm0408850,nm0408850
E. Magnus Ingleton,"1873","1936",nm0408863,nm0408863
George Ingleton,"1861","1926",nm0408865,nm0408865
Harrish Ingraham,"1881",\N,nm0408932,nm0408932
Lloyd Ingraham,"1874","1956",nm0408937,nm0408937
Lois Ingraham,"1908","1955",nm0408938,nm0408938
Camillo Innocenti,\N,\N,nm0409208,nm0409208
Makoto Inokuchi,"1887",\N,nm0409251,nm0409251
Charles Inslee,"1870","1922",nm0409390,nm0409390
Denis d'Inès,"1885","1968",nm0409501,nm0409501
Mikhail Ippolitov-Ivanov,"1859","1935",nm0409736,nm0409736
R.E. Irish,"1882","1962",nm0410008,nm0410008
George Irving,"1874","1961",nm0410271,nm0410271
Washington Irving,"1783","1859",nm0410331,nm0410331
May Irwin,"1862","1938",nm0410425,nm0410425
Wallace Irwin,"1875","1959",nm0410467,nm0410467
Will Irwin,"1873","1948",nm0410470,nm0410470
José Isbert,"1886","1966",nm0410756,nm0410756
Elaine Ivans,"1900","1975",nm0412167,nm0412167
Ann Ivers,\N,\N,nm0412249,nm0412249
Charlotte Ives,"1891","1976",nm0412324,nm0412324
Jacques Jaccard,"1886","1960",nm0413045,nm0413045
José Jackson Veyán,\N,\N,nm0413240,nm0413240
Helen Hunt Jackson,"1830","1885",nm0413582,nm0413582
Thomas Jackson,\N,\N,nm0414088,nm0414088
Billy Jacobs,"1910","2004",nm0414345,nm0414345
Frederik Jacobsen,"1876","1922",nm0414716,nm0414716
Lilly Jacobson,"1893","1979",nm0414887,nm0414887
Käthie Jacobsson,\N,\N,nm0414951,nm0414951
Jean Jacquinet,\N,\N,nm0415241,nm0415241
Henrik Jaenzon,"1886","1954",nm0415403,nm0415403
Eddie James,"1886","1944",nm0416456,nm0416456
Gladden James,"1888","1948",nm0416527,nm0416527
Bud Jamison,"1895","1944",nm0417168,nm0417168
Elsie Janis,"1889","1956",nm0417646,nm0417646
Emil Jannings,"1884","1950",nm0417837,nm0417837
Jenö Janovics,"1872","1945",nm0417905,nm0417905
Julie Jansen-Fuhr,"1878","1947",nm0418086,nm0418086
Harriet Janson,\N,\N,nm0418109,nm0418109
Jack Jarman,"1893","1945",nm0418751,nm0418751
Arthur L. Jarrett,"1884","1960",nm0418913,nm0418913
Jasmine,\N,\N,nm0419223,nm0419223
Arthur Jasmine,"1899","1954",nm0419228,nm0419228
Victorin-Hippolyte Jasset,"1862","1913",nm0419327,nm0419327
Daisy Jefferson,"1889","1967",nm0420186,nm0420186
Joseph Jefferson,"1829","1905",nm0420198,nm0420198
Thomas Jefferson,"1856","1932",nm0420232,nm0420232
William Jefferson,"1876","1946",nm0420237,nm0420237
Hugh Jeffrey,"1873","1927",nm0420292,nm0420292
C.A. Jeffries,\N,\N,nm0420350,nm0420350
G.E. Jenks,\N,\N,nm0421030,nm0421030
Si Jenks,"1876","1970",nm0421041,nm0421041
Al J. Jennings,"1863","1961",nm0421104,nm0421104
DeWitt Jennings,"1871","1937",nm0421138,nm0421138
Eulalie Jensen,"1884","1952",nm0421431,nm0421431
Frederik Jensen,"1863","1934",nm0421443,nm0421443
Gerda Jensen,\N,\N,nm0421454,nm0421454
Richard Jensen,"1883","1935",nm0421656,nm0421656
Kate Jepson,"1860","1923",nm0421859,nm0421859
Rigmor Jerichau,"1887","1960",nm0421945,nm0421945
Douglas Jerrold,"1803","1857",nm0422065,nm0422065
George Jeske,"1891","1951",nm0422135,nm0422135
Margrete Jespersen,"1881","1947",nm0422149,nm0422149
Ethel Jewett,"1877","1944",nm0422465,nm0422465
Eduardo Jimeno,\N,\N,nm0422809,nm0422809
Enrique Jiménez,\N,\N,nm0422930,nm0422930
Clara Joel,\N,\N,nm0423572,nm0423572
Adam Johansen,\N,\N,nm0423762,nm0423762
Arthur V. Johnson,"1876","1916",nm0424530,nm0424530
Burges Johnson,"1877","1963",nm0424690,nm0424690
Buster Johnson,"1908","1969",nm0424692,nm0424692
Constance Johnson,"1893","1951",nm0424817,nm0424817
Edith Johnson,"1894","1969",nm0425020,nm0425020
Emory Johnson,"1894","1960",nm0425049,nm0425049
H.L. Johnson,\N,\N,nm0425191,nm0425191
Lamar Johnstone,"1884","1919",nm0425592,nm0425592
Martin E. Johnson,"1884","1937",nm0425766,nm0425766
Mary Johnson,"1896","1975",nm0425770,nm0425770
Millard Johnson,"1871",\N,nm0425854,nm0425854
Tefft Johnson,"1871","1956",nm0426310,nm0426310
Agnes Christine Johnston,"1896","1978",nm0426515,nm0426515
Allen Johnston,\N,\N,nm0426522,nm0426522
Jack W. Johnston,"1876","1946",nm0426668,nm0426668
Lorimer Johnston,"1858","1941",nm0426754,nm0426754
Moffat Johnston,"1886","1935",nm0426790,nm0426790
Calder Johnstone,"1880","1958",nm0426900,nm0426900
Justine Johnstone,"1895","1982",nm0426926,nm0426926
Johan Jolin,"1818","1884",nm0427113,nm0427113
Frank Jonasson,"1878","1942",nm0427342,nm0427342
Buck Jones,"1891","1942",nm0427659,nm0427659
Ed Jones,"1875","1958",nm0427995,nm0427995
Edgar Jones,"1874","1958",nm0428013,nm0428013
F. Richard Jones,"1893","1930",nm0428059,nm0428059
Henry Arthur Jones,"1851","1929",nm0428219,nm0428219
Marc Edmund Jones,"1888","1980",nm0428734,nm0428734
Morgan Jones,"1879","1951",nm0428895,nm0428895
William Jones,\N,\N,nm0429459,nm0429459
Sid Jordan,"1889","1970",nm0430187,nm0430187
Margaret Joslin,"1883","1956",nm0430865,nm0430865
William Jossey,"1867","1937",nm0430910,nm0430910
